,0,1
0,0.21923846,0.30646148
1,0.31424025,-0.04890635
2,0.13487154,0.73629344
3,0.40229017,-0.79236597
4,0.18612777,0.59271544
5,0.11035558,0.88389593
6,0.15364009,0.5187047
7,0.34416723,-0.316855
8,0.12590472,0.63477314
9,0.19749123,0.4279108
