,0,1
0,0.22707917,0.29671952
1,0.5092252,-0.25690338
2,0.12990808,0.7588724
3,0.4123826,-0.9302786
4,0.18041486,0.59876823
5,0.10097139,0.9341998
6,0.14582533,0.5500655
7,0.32977125,-0.24877654
8,0.12579109,0.66088104
9,0.19151567,0.4481429
10,-0.0649673,0.7306353
