,0,1
0,0.27156258,0.28664884
1,0.34021914,-0.032827675
2,0.1751994,0.74158376
3,0.44316962,-0.91912025
4,0.20404564,0.6296936
5,0.14442438,0.9056502
6,0.2039684,0.55590653
7,0.37704596,-0.32412064
8,-0.0982727,0.5818882
9,0.23277381,0.46814278
10,-0.2707412,0.7786215
